Nombre,Plataforma,Genero,V_Global,Score,ESRB,Exito
Dead Island,X360,Action,2.37,71.0,M,1
Halo: Combat Evolved Anniversary,X360,Shooter,2.4,82.0,M,1
Unchained Blades ,3DS,Role-Playing,0.04,65.0,T,0
Need for Speed: The Run,X360,Action,1.36,68.0,T,1
The Sims 3: Generations,PC,Simulation,0.63,70.0,T,0
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,Fighting,1.34,84.0,T,1
Call of Duty: Modern Warfare 3,PS3,Shooter,13.32,88.0,M,1
Super Mario 3D Land,3DS,Platform,10.81,90.0,E,1
APB Reloaded,PC,Role-Playing,0.04,56.0,M,0
Mario Kart 7,3DS,Racing,12.66,85.0,E,1
Dissidia 012: Duodecim Final Fantasy,PSP,Fighting,0.88,78.0,T,0
Virtua Tennis 4,PC,Sports,0.04,66.0,E,0
Men of War: Vietnam,PC,Strategy,0.04,68.0,T,0
Battlefield 3,X360,Shooter,7.32,84.0,M,1
The Tomb Raider Trilogy,PS3,Action,0.88,78.0,T,0
Deus Ex: Human Revolution,PS3,Shooter,1.37,89.0,M,1
Tiger Woods PGA Tour 12: The Masters,X360,Sports,0.62,80.0,E,0
Rayman 3D,3DS,Platform,0.64,61.0,E,0
WWE '12,PS3,Fighting,1.17,72.0,T,1
Chronicles of Mystery: The Secret Tree of Life,DS,Adventure,0.07,78.0,E10+,0
NBA 2K12,PS3,Sports,2.11,90.0,E,1
Tiger Woods PGA Tour 12: The Masters,PS3,Sports,0.89,80.0,E,0
Warriors Orochi 3,PS3,Action,0.62,70.0,T,0
Madden NFL 12,PS3,Sports,2.25,79.0,E,1
Kinect: Disneyland Adventures,X360,Misc,2.35,73.0,E10+,1
Pro Evolution Soccer 2012,PS3,Action,2.19,80.0,E,1
Crysis 2,PS3,Action,1.29,85.0,M,1
LEGO Pirates of the Caribbean: The Video Game,3DS,Action,0.62,71.0,E10+,0
Worms: Ultimate Mayhem,PC,Strategy,0.04,66.0,E10+,0
F1 2011,PS3,Racing,1.2,82.0,E,1
Dragon Age II,PC,Action,0.63,82.0,M,0
Sonic Generations,X360,Platform,1.38,77.0,E,1
The Elder Scrolls V: Skyrim,X360,Role-Playing,8.79,96.0,M,1
Deus Ex: Human Revolution,X360,Shooter,1.37,89.0,M,1
WWE '12,X360,Fighting,1.27,71.0,T,1
Dungeon Defenders,PC,Role-Playing,0.02,81.0,E10+,0
Super Street Fighter IV: 3D Edition,3DS,Fighting,1.21,85.0,T,1
The Sims: Medieval,PC,Simulation,0.69,77.0,T,0
LEGO Battles: Ninjago,DS,Strategy,1.45,59.0,E,1
Ace Combat: Assault Horizon,PS3,Action,0.74,77.0,T,0
Star Wars: The Old Republic,PC,Role-Playing,2.96,85.0,T,1
Crysis 2,PC,Action,0.74,86.0,M,0
Back to the Future: The Game,Wii,Adventure,0.05,66.0,T,0
The Haunted: Hell's Reach,PC,Shooter,0.02,51.0,M,0
Sonic Generations,3DS,Platform,1.02,66.0,E,1
Rayman Origins,X360,Platform,0.78,87.0,E10+,0
Bulletstorm,X360,Shooter,1.02,84.0,M,1
Kirby's Return to Dreamland,Wii,Platform,1.65,77.0,E10+,1
uDraw Studio: Instant Artist,X360,Misc,0.02,54.0,E,0
Magicka,PC,Role-Playing,0.03,74.0,T,0
The Next BIG Thing,PC,Adventure,0.06,75.0,E10+,0
Goldeneye 007: Reloaded,PS3,Shooter,0.78,72.0,T,0
Disney Universe,Wii,Action,1.02,61.0,E10+,1
Rage,X360,Shooter,1.6,81.0,M,1
The Legend of Zelda: Skyward Sword,Wii,Action,3.95,93.0,E10+,1
Sonic Generations,PS3,Platform,1.58,76.0,E,1
Fight Night Champion,X360,Fighting,0.78,86.0,M,0
Take On Helicopters,PC,Simulation,0.03,70.0,T,0
Final Fantasy XIII-2,X360,Role-Playing,0.73,79.0,T,0
Brink,PS3,Shooter,0.73,72.0,T,0
Mortal Kombat,PS3,Fighting,2.84,84.0,M,1
Cities in Motion,PC,Simulation,0.05,70.0,E,0
LEGO Pirates of the Caribbean: The Video Game,Wii,Action,1.55,73.0,E10+,1
LEGO Pirates of the Caribbean: The Video Game,X360,Action,1.03,73.0,E10+,1
ABBA: You Can Dance,Wii,Misc,0.77,66.0,E10+,0
UFC Personal Trainer: The Ultimate Fitness System,X360,Sports,0.77,70.0,E,0
Assassin's Creed: Revelations,PC,Action,0.74,80.0,M,0
Dungeons - The Dark Lord,PC,Strategy,0.02,72.0,M,0
PilotWings Resort,3DS,Simulation,0.95,71.0,E,0
The Witcher 2: Assassins of Kings,PC,Action,0.96,88.0,M,0
LEGO Star Wars III: The Clone Wars,Wii,Action,1.76,76.0,E10+,1
Skylanders: Spyro's Adventure,X360,Action,0.97,78.0,E10+,0
L.A. Noire,PS3,Adventure,3.17,89.0,M,1
Arcana Heart 3,X360,Fighting,0.05,68.0,T,0
PokePark 2: Wonders Beyond,Wii,Action,0.75,60.0,E,0
Driver: San Francisco,PS3,Racing,0.95,79.0,T,0
Unchained Blades ,PSP,Role-Playing,0.06,61.0,T,0
LEGO Pirates of the Caribbean: The Video Game,PC,Action,0.03,73.0,E10+,0
Duke Nukem Forever,PS3,Shooter,0.76,51.0,M,0
Portal 2,PC,Shooter,0.76,95.0,E10+,0
Brink,X360,Shooter,1.03,68.0,T,1
The Sims 3,3DS,Simulation,0.76,52.0,T,0
Dark Souls,X360,Role-Playing,0.99,89.0,M,0
Portal 2,PS3,Shooter,1.7,95.0,E10+,1
Age of Empires Online,PC,Strategy,0.06,70.0,E10+,0
Monster Tale,DS,Platform,0.06,79.0,E,0
LEGO Pirates of the Caribbean: The Video Game,PS3,Action,0.95,73.0,E10+,0
Star Fox 64 3D,3DS,Shooter,0.94,81.0,E10+,0
Kirby: Mass Attack,DS,Platform,0.99,83.0,E,0
LittleBigPlanet 2,PS3,Platform,3.39,91.0,E,1
NCAA Football 12,X360,Sports,0.99,82.0,E,0
inFAMOUS 2,PS3,Action,1.82,83.0,T,1
Skylanders: Spyro's Adventure,PS3,Action,0.94,77.0,E10+,0
Rayman Origins,PS3,Platform,1.0,87.0,E10+,0
Call of Duty: Modern Warfare 3,PC,Shooter,1.72,78.0,M,1
Cities XL 2012,PC,Strategy,0.07,61.0,E,0
Wipeout: In The Zone,X360,Misc,0.93,39.0,E10+,0
Air Conflicts: Secret Wars,PC,Simulation,0.03,65.0,T,0
Men of War: Assault Squad,PC,Strategy,0.05,77.0,T,0
Omerta: City of Gangsters,X360,Simulation,0.7,43.0,T,0
Driver: San Francisco,X360,Racing,0.7,80.0,T,0
Madden NFL 12,X360,Sports,2.69,78.0,E,1
Wii Play: Motion,Wii,Misc,0.92,60.0,E10+,0
LEGO Star Wars III: The Clone Wars,DS,Action,1.09,66.0,E,1
Just Dance 3,X360,Misc,2.02,70.0,E10+,1
Dark Souls,PS3,Role-Playing,2.02,89.0,M,1
Top Spin 4,PS3,Sports,0.69,82.0,E,0
Resistance 3,PS3,Shooter,1.48,83.0,M,1
LEGO Star Wars III: The Clone Wars,X360,Action,1.48,75.0,E10+,1
Plants vs. Zombies,DS,Strategy,1.1,81.0,E10+,1
Ultimate Marvel vs. Capcom 3,X360,Fighting,0.07,79.0,T,0
Fight Night Champion,PS3,Fighting,1.11,84.0,M,1
Dragon Age II,X360,Action,1.11,79.0,M,1
Dynasty Warriors 7,PS3,Action,0.91,57.0,T,0
Homefront,X360,Shooter,1.45,70.0,M,1
Batman: Arkham City,PS3,Action,5.48,96.0,T,1
Mass Effect 2,PS3,Role-Playing,1.45,94.0,M,1
Rocksmith,X360,Misc,1.12,77.0,T,1
Rocksmith,PS3,Misc,1.12,80.0,T,1
RIFT,PC,Role-Playing,0.67,84.0,T,0
Final Fantasy XIII-2,PS3,Role-Playing,2.63,79.0,T,1
IL-2 Sturmovik: Cliffs of Dover,PC,Simulation,0.05,60.0,T,0
Airline Tycoon 2,PC,Simulation,0.05,57.0,E,0
Dance Central 2,X360,Misc,2.04,86.0,T,1
Supreme Ruler: Cold War,PC,Strategy,0.03,63.0,RP,0
Homefront,PS3,Shooter,0.9,70.0,M,0
L.A. Noire,X360,Adventure,2.7,89.0,M,1
Sengoku,PC,Strategy,0.01,70.0,T,0
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,Action,0.02,67.0,M,0
Sniper: Ghost Warrior,PS3,Shooter,0.79,53.0,M,0
Assassin's Creed: Revelations,X360,Action,4.19,80.0,M,1
Assassin's Creed: Revelations,PS3,Action,4.22,80.0,M,1
Uncharted: Golden Abyss,PSV,Shooter,1.53,80.0,T,1
MotoGP 10/11,X360,Racing,0.06,72.0,E,0
Mayhem 3D,X360,Racing,0.07,47.0,E10+,0
Go Vacation,Wii,Misc,1.53,64.0,E10+,1
F1 2011,X360,Racing,0.72,84.0,E,0
Dead Rising 2: Off the Record,PC,Action,0.06,66.0,M,0
DiRT 3,PS3,Racing,1.06,87.0,T,1
FIFA Manager 12,PC,Sports,0.05,72.0,E,0
NHL 12,X360,Sports,0.7,86.0,E10+,0
Dead Space 2,X360,Shooter,1.51,90.0,M,1
Top Gun,PS3,Simulation,0.07,49.0,T,0
Skylanders: Spyro's Adventure,Wii,Action,2.78,81.0,E10+,1
Forza Motorsport 4,X360,Racing,4.57,91.0,E,1
Football Manager 2012,PC,Sports,1.51,84.0,E,1
Ni no Kuni: Wrath of the White Witch,PS3,Role-Playing,1.51,85.0,E10+,1
Battlefield 3,PC,Shooter,2.78,89.0,M,1
Batman: Arkham City,X360,Action,4.73,94.0,T,1
Killzone 3,PS3,Shooter,2.77,84.0,M,1
Catherine,PS3,Adventure,0.7,79.0,M,0
Saints Row: The Third,X360,Action,2.76,84.0,M,1
Hunted: The Demon's Forge,PC,Action,0.05,61.0,M,0
Need for Speed: The Run,PS3,Action,2.01,64.0,T,1
DiRT 3,X360,Racing,0.72,87.0,T,0
The Elder Scrolls V: Skyrim,PC,Role-Playing,3.88,94.0,M,1
STORM: Frontline Nation,PC,Strategy,0.01,60.0,E10+,0
Harry Potter and the Deathly Hallows - Part 2,PS3,Action,0.32,43.0,T,0
Transformers: Dark of the Moon,X360,Action,0.28,59.0,T,0
El Shaddai: Ascension of the Metatron,PS3,Action,0.28,78.0,T,0
Medieval Moves: Deadmund's Quest,PS3,Action,0.28,61.0,E10+,0
MotorStorm: Apocalypse,PS3,Racing,0.48,77.0,T,0
Rugby World Cup 2011,X360,Sports,0.28,55.0,E,0
Steel Diver,3DS,Action,0.49,58.0,E10+,0
Patapon 3,PSP,Misc,0.27,74.0,E,0
Army Corps of Hell,PSV,Action,0.09,57.0,M,0
NCIS,X360,Adventure,0.14,35.0,T,0
Asphalt 3D,3DS,Racing,0.49,43.0,E10+,0
Ace Combat: Assault Horizon,X360,Action,0.49,78.0,T,0
Virtua Tennis 4,Wii,Sports,0.14,65.0,E,0
Need for Speed: The Run,Wii,Action,0.27,64.0,E10+,0
Dead Rising 2: Off the Record,X360,Action,0.27,72.0,M,0
Bleach: Soul Resurreccion,PS3,Fighting,0.49,58.0,T,0
Green Lantern: Rise of the Manhunters,Wii,Action,0.09,46.0,E10+,0
NASCAR 2011: The Game,PS3,Racing,0.27,62.0,E,0
Shadows of the Damned,PS3,Action,0.27,77.0,M,0
Resident Evil: The Mercenaries 3D,3DS,Action,0.49,65.0,M,0
Operation Flashpoint: Red River,X360,Shooter,0.28,69.0,M,0
Rio,PS3,Misc,0.14,65.0,E10+,0
Fortune Street,Wii,Misc,0.48,68.0,E,0
Two Worlds II,PS3,Role-Playing,0.46,70.0,M,0
Tom Clancy's Splinter Cell 3D,3DS,Action,0.3,53.0,T,0
Rio,X360,Misc,0.09,60.0,E10+,0
F1 2011,PSV,Racing,0.13,66.0,E,0
PowerUp Heroes,X360,Fighting,0.3,61.0,E10+,0
Ultimate Marvel vs. Capcom 3,PS3,Fighting,0.09,80.0,T,0
MindJack,X360,Shooter,0.09,43.0,M,0
Rise of Nightmares,X360,Action,0.47,54.0,M,0
Little Deviants,PSV,Platform,0.3,57.0,E10+,0
Kung-Fu: High Impact,X360,Action,0.13,56.0,T,0
Ultimate Marvel vs. Capcom 3,PSV,Fighting,0.29,80.0,T,0
Dungeons,PC,Strategy,0.09,65.0,M,0
Winter Stars,X360,Sports,0.09,46.0,E,0
Hulk Hogan's Main Event,X360,Fighting,0.13,26.0,T,0
Call of Juarez: The Cartel,PS3,Shooter,0.29,45.0,M,0
Red Orchestra 2: Heroes of Stalingrad,PC,Shooter,0.14,76.0,M,0
World of Tanks,PC,Shooter,0.29,80.0,T,0
Spider-Man: Edge of Time,DS,Action,0.14,50.0,E10+,0
BIT.TRIP SAGA,3DS,Misc,0.14,75.0,E,0
Super Monkey Ball 3D,3DS,Action,0.49,55.0,E,0
Ridge Racer 3D,3DS,Racing,0.49,75.0,E,0
Alice: Madness Returns,X360,Adventure,0.5,70.0,M,0
Jimmie Johnson's Anything With an Engine,X360,Racing,0.09,65.0,E10+,0
Spider-Man: Edge of Time,X360,Action,0.25,57.0,T,0
L.A. Noire: The Complete Edition,PC,Adventure,0.25,83.0,M,0
Sesame Street: Once Upon A Monster,X360,Misc,0.52,79.0,E,0
Thor: God of Thunder,Wii,Action,0.15,56.0,T,0
Ace Combat: Assault Horizon Legacy,3DS,Simulation,0.24,71.0,T,0
Dynasty Warriors Next,PSV,Action,0.24,67.0,T,0
Homefront,PC,Shooter,0.24,70.0,M,0
Dynasty Warriors 7,X360,Action,0.24,58.0,T,0
Michael Jackson: The Experience,PS3,Misc,0.52,66.0,E10+,0
Spider-Man: Edge of Time,Wii,Action,0.09,62.0,T,0
Bulletstorm,PS3,Shooter,0.53,83.0,M,0
Batman: Arkham City,PC,Action,0.53,91.0,T,0
Red Faction: Armageddon,PC,Shooter,0.09,75.0,M,0
BIT.TRIP COMPLETE,Wii,Misc,0.09,84.0,E,0
The Adventures of Tintin: The Game,X360,Action,0.24,63.0,E10+,0
de Blob 2,X360,Platform,0.15,77.0,E10+,0
Dreamcast Collection,X360,Misc,0.24,53.0,T,0
X-Men: Destiny,PS3,Action,0.24,50.0,T,0
DiRT 3,PC,Racing,0.15,86.0,T,0
The Cursed Crusade,X360,Action,0.15,39.0,M,0
The King of Fighters XIII,PS3,Fighting,0.3,77.0,T,0
Pac-Man Party 3D,3DS,Misc,0.15,43.0,E,0
Hunted: The Demon's Forge,PS3,Action,0.25,57.0,M,0
Goldeneye 007: Reloaded,X360,Shooter,0.5,72.0,T,0
Tropico 4,PC,Strategy,0.27,78.0,T,0
MotionSports: Adrenaline,X360,Sports,0.27,41.0,E,0
Top Spin 4,Wii,Sports,0.14,54.0,E,0
Driver: Renegade,3DS,Racing,0.09,48.0,M,0
Call of Juarez: The Cartel,X360,Shooter,0.27,47.0,M,0
May's Mystery: Forbidden Memories,DS,Puzzle,0.09,70.0,E,0
Thor: God of Thunder,PS3,Action,0.14,39.0,T,0
Michael Jackson: The Experience,PSV,Misc,0.09,57.0,E10+,0
JASF: Jane's Advanced Strike Fighters,X360,Simulation,0.09,45.0,T,0
Pro Evolution Soccer 2012,X360,Action,0.5,78.0,E,0
Dynasty Warriors 7: Xtreme Legends,PS3,Action,0.26,64.0,T,0
Thor: God of Thunder,X360,Action,0.14,38.0,T,0
Cave Story 3D,3DS,Platform,0.14,82.0,E10+,0
Terraria,PC,Action,0.14,83.0,T,0
LEGO Star Wars III: The Clone Wars,PC,Action,0.25,76.0,E10+,0
Mahjong Cub3D,3DS,Puzzle,0.09,67.0,E,0
Blazblue: Continuum Shift Extend,PS3,Fighting,0.09,73.0,T,0
DC Universe Online,PS3,Role-Playing,0.51,67.0,T,0
Black * Rock Shooter: The Game,PSP,Role-Playing,0.15,66.0,T,0
NASCAR 2011: The Game,X360,Racing,0.3,62.0,E,0
MX vs. ATV: Alive,PS3,Racing,0.46,61.0,E,0
Cartoon Network: Punch Time Explosion,3DS,Fighting,0.1,58.0,E10+,0
Gabrielle's Ghostly Groove 3D,3DS,Adventure,0.11,62.0,E,0
Saints Row: The Third,PC,Action,0.38,84.0,M,0
JASF: Jane's Advanced Strike Fighters,PS3,Simulation,0.11,41.0,T,0
Call of Juarez: The Cartel,PC,Shooter,0.11,51.0,M,0
de Blob 2,DS,Platform,0.11,75.0,E,0
Pro Evolution Soccer 2011 3D,3DS,Sports,0.38,73.0,E,0
LEGO Star Wars III: The Clone Wars,PSP,Action,0.37,63.0,E10+,0
Rage,PC,Shooter,0.37,79.0,M,0
Dungeon Siege III,X360,Role-Playing,0.37,72.0,T,0
Need for Speed: The Run,PC,Action,0.36,69.0,T,0
Self-Defense Training Camp,X360,Sports,0.12,21.0,T,0
Darkspore,PC,Role-Playing,0.12,65.0,T,0
Tiger Woods PGA Tour 12: The Masters,Wii,Sports,0.34,85.0,E,0
Spider-Man: Edge of Time,3DS,Action,0.12,50.0,T,0
Transformers: Dark of the Moon,PS3,Action,0.34,57.0,T,0
WWE '12,Wii,Fighting,0.34,74.0,T,0
WWE All Stars,X360,Fighting,0.34,75.0,T,0
Alice: Madness Returns,PC,Adventure,0.12,75.0,M,0
Naruto Shippuden: Ultimate Ninja Impact,PSP,Fighting,0.34,59.0,T,0
The First Templar,X360,Action,0.1,52.0,T,0
Tom Clancy's Ghost Recon: Shadow Wars,3DS,Strategy,0.34,77.0,T,0
Shin Megami Tensei: Devil Survivor Overclocked,3DS,Role-Playing,0.38,78.0,T,0
Yoostar2,PS3,Misc,0.1,54.0,T,0
BlazBlue: Continuum Shift II,3DS,Fighting,0.11,64.0,T,0
The Gunstringer,X360,Shooter,0.4,77.0,T,0
Sonic Generations,PC,Platform,0.11,77.0,E,0
Rango: The Video Game,DS,Action,0.11,55.0,E,0
Fishing Resort,Wii,Sports,0.39,69.0,E,0
Blazblue: Continuum Shift Extend,PSV,Fighting,0.11,83.0,T,0
Madden NFL Football,3DS,Sports,0.39,49.0,E,0
Duke Nukem Forever,PC,Shooter,0.41,54.0,M,0
Fantastic Pets,X360,Simulation,0.41,66.0,E,0
Combat of Giants: Dinosaurs 3D,3DS,Strategy,0.39,44.0,E10+,0
Michael Phelps: Push the Limit,X360,Sports,0.11,48.0,E,0
Bodycount,X360,Shooter,0.11,53.0,M,0
Family Feud: 2012 Edition,X360,Misc,0.1,47.0,E10+,0
WWE All Stars,PS3,Fighting,0.41,75.0,T,0
Top Spin 4,X360,Sports,0.41,84.0,E,0
Samurai Warriors Chronicles,3DS,Action,0.39,61.0,T,0
Bodycount,PS3,Shooter,0.11,50.0,M,0
DualPenSports,3DS,Sports,0.11,58.0,E10+,0
Red Faction: Armageddon,X360,Shooter,0.39,71.0,M,0
Dungeon Siege III,PS3,Role-Playing,0.39,71.0,T,0
The Adventures of Tintin: The Game,3DS,Action,0.15,56.0,E10+,0
Deca Sports Extreme,3DS,Sports,0.12,52.0,E,0
The King of Fighters XIII,X360,Fighting,0.33,79.0,T,0
Dead or Alive: Dimensions,3DS,Fighting,0.45,79.0,T,0
Power Rangers Samurai,Wii,Action,0.32,45.0,E10+,0
Fable III,PC,Role-Playing,0.32,75.0,M,0
Phineas and Ferb: Across the 2nd Dimension,PS3,Action,0.32,63.0,E10+,0
Rugby World Cup 2011,PS3,Sports,0.32,50.0,E,0
Catherine,X360,Adventure,0.31,82.0,M,0
Green Lantern: Rise of the Manhunters,X360,Action,0.13,59.0,T,0
Thor: God of Thunder,3DS,Action,0.1,55.0,T,0
Cubic Ninja,3DS,Platform,0.1,51.0,E,0
F.E.A.R. 3,PS3,Shooter,0.45,74.0,M,0
Bust-A-Move Universe,3DS,Puzzle,0.31,49.0,E,0
Red Faction: Armageddon,PS3,Shooter,0.45,71.0,M,0
Major League Baseball 2K11,X360,Sports,0.45,69.0,E,0
Shin Megami Tensei: Devil Survivor 2,DS,Role-Playing,0.31,79.0,T,0
Rango: The Video Game,X360,Action,0.13,68.0,E10+,0
Green Lantern: Rise of the Manhunters,3DS,Action,0.13,42.0,E10+,0
Pandora's Tower,Wii,Role-Playing,0.31,73.0,T,0
BlazBlue: Continuum Shift II,PSP,Fighting,0.13,77.0,T,0
Jonah Lomu Rugby Challenge,X360,Sports,0.31,73.0,E,0
Operation Flashpoint: Red River,PS3,Shooter,0.32,67.0,M,0
Harry Potter and the Deathly Hallows - Part 2,X360,Action,0.33,44.0,T,0
F.E.A.R. 3,X360,Shooter,0.45,75.0,M,0
Dead Rising 2: Off the Record,PS3,Action,0.32,72.0,M,0
Conduit 2,Wii,Shooter,0.12,64.0,T,0
LEGO Pirates of the Caribbean: The Video Game,PSP,Action,0.33,67.0,E10+,0
Supremacy MMA,PS3,Fighting,0.12,47.0,M,0
Harry Potter and the Deathly Hallows - Part 2,Wii,Action,0.33,47.0,T,0
NCIS,PS3,Adventure,0.12,50.0,T,0
Tetris Axis,3DS,Puzzle,0.43,74.0,E,0
Child of Eden,X360,Shooter,0.44,84.0,E10+,0
Touch My Katamari ,PSV,Puzzle,0.12,69.0,E10+,0
Thor: God of Thunder,DS,Action,0.12,64.0,E10+,0
Blackwater,X360,Shooter,0.12,37.0,T,0
Everybody Dance,PS3,Misc,0.12,66.0,T,0
Rango: The Video Game,Wii,Action,0.12,52.0,E10+,0
Pinball Hall of Fame: The Williams Collection,3DS,Misc,0.1,67.0,E10+,0
Mystery Case Files: The Malgrave Incident,Wii,Adventure,0.32,65.0,E,0
Dead Space 2,PC,Shooter,0.32,87.0,M,0
The Black Eyed Peas Experience,X360,Misc,0.32,66.0,T,0
Virtua Tennis 4,PS3,Sports,0.44,69.0,E,0
X-Men: Destiny,Wii,Action,0.1,36.0,T,0
"Warhammer 40,000: Space Marine",PS3,Shooter,0.44,70.0,M,0
Marvel Super Hero Squad: The Infinity Gauntlet,3DS,Action,0.1,54.0,E10+,0
X-Men: Destiny,X360,Action,0.24,47.0,T,0
The Adventures of Tintin: The Game,PS3,Action,0.26,59.0,E10+,0
SpongeBob SquigglePants,Wii,Misc,0.4,59.0,E,0
Harry Potter and the Deathly Hallows - Part 2,DS,Action,0.21,55.0,E10+,0
Captain America: Super Soldier,PS3,Action,0.19,61.0,T,0
Green Lantern: Rise of the Manhunters,PS3,Action,0.17,61.0,T,0
de Blob 2,Wii,Platform,0.18,79.0,E10+,0
MLB 11: The Show,PSP,Sports,0.17,77.0,E,0
Deus Ex: Human Revolution,PC,Shooter,0.58,90.0,M,0
Hunted: The Demon's Forge,X360,Action,0.22,61.0,M,0
Dead Island,PC,Action,0.22,80.0,M,0
Driver: San Francisco,Wii,Racing,0.16,64.0,T,0
"Warhammer 40,000: Space Marine",X360,Shooter,0.56,76.0,M,0
WWE All Stars,PSP,Fighting,0.18,70.0,T,0
Knights Contract,PS3,Action,0.08,51.0,M,0
Need for Speed: The Run,3DS,Action,0.19,65.0,E10+,0
Stronghold 3,PC,Strategy,0.16,47.0,T,0
Assassin's Creed: Brotherhood,PC,Action,0.59,88.0,M,0
F1 2011,3DS,Racing,0.16,59.0,E,0
Asphalt: Injection,PSV,Action,0.22,49.0,E10+,0
Rayman Origins,Wii,Platform,0.55,92.0,E10+,0
NASCAR 2011: The Game,Wii,Racing,0.22,42.0,E,0
Hot Shots Golf: World Invitational,PSV,Sports,0.55,76.0,E,0
UFC Personal Trainer: The Ultimate Fitness System,Wii,Sports,0.18,54.0,E,0
Spider-Man: Edge of Time,PS3,Action,0.22,58.0,T,0
God of War: Origins Collection,PS3,Action,0.55,84.0,M,0
Brink,PC,Shooter,0.18,70.0,T,0
Air Conflicts: Secret Wars,X360,Simulation,0.08,61.0,T,0
Shinobi,3DS,Platform,0.22,69.0,T,0
Final Fantasy IV: The Complete Collection,PSP,Role-Playing,0.56,77.0,E10+,0
Two Worlds II,PC,Role-Playing,0.2,76.0,M,0
El Shaddai: Ascension of the Metatron,X360,Action,0.16,75.0,T,0
Aliens: Infestation,DS,Action,0.16,76.0,T,0
Doctor Lautrec and the Forgotten Knights,3DS,Adventure,0.16,53.0,E10+,0
Warriors Orochi 3,X360,Action,0.16,71.0,T,0
UFC Personal Trainer: The Ultimate Fitness System,PS3,Sports,0.19,65.0,E,0
Supremacy MMA,X360,Fighting,0.08,49.0,M,0
Way of the Samurai 4,PS3,Action,0.19,58.0,M,0
Earth Defense Force: Insect Armageddon,PS3,Shooter,0.2,63.0,T,0
Frogger 3D,3DS,Action,0.21,54.0,E,0
Skylanders: Spyro's Adventure,3DS,Action,0.57,82.0,E10+,0
PlayStation Move Heroes,PS3,Platform,0.17,53.0,E10+,0
Puzzler Mind Gym 3D,3DS,Puzzle,0.08,51.0,E,0
"Warhammer 40,000: Dawn of War II - Retribution",PC,Strategy,0.08,80.0,M,0
You Don't Know Jack,X360,Misc,0.21,82.0,T,0
"Warhammer 40,000: Space Marine",PC,Shooter,0.2,74.0,M,0
NHL 12,PS3,Sports,0.58,86.0,E10+,0
MindJack,PS3,Shooter,0.18,44.0,M,0
Knights Contract,X360,Action,0.08,49.0,M,0
Major League Baseball 2K11,PS3,Sports,0.2,72.0,E,0
Dungeon Siege III,PC,Role-Playing,0.17,72.0,T,0
Ridge Racer,PSV,Racing,0.17,44.0,E10+,0
Phineas and Ferb: Across the 2nd Dimension,Wii,Action,0.57,76.0,E10+,0
Total War: Shogun 2,PC,Strategy,0.6,90.0,T,0
Captain America: Super Soldier,X360,Action,0.17,60.0,T,0
You Don't Know Jack,Wii,Misc,0.21,81.0,T,0
MLB 11: The Show,PS3,Sports,0.58,90.0,E,0
The Cursed Crusade,PS3,Action,0.17,45.0,M,0
You Don't Know Jack,PS3,Misc,0.18,82.0,T,0
Disney Universe,X360,Action,0.57,66.0,E10+,0
The First Templar,PC,Action,0.08,57.0,T,0
Major League Baseball 2K11,PC,Sports,0.08,74.0,E,0
MotoGP 10/11,PS3,Racing,0.17,68.0,E,0
Pro Evolution Soccer 2012,Wii,Action,0.21,79.0,E,0
Disgaea 4: A Promise Unforgotten,PS3,Role-Playing,0.57,80.0,T,0
Arcana Heart 3,PS3,Fighting,0.2,73.0,T,0
Plants vs. Zombies,PS3,Strategy,0.2,85.0,E10+,0
de Blob 2,PS3,Platform,0.21,74.0,E10+,0
Pictionary: Ultimate Edition,X360,Misc,0.24,53.0,E,0
Alice: Madness Returns,PS3,Adventure,0.58,70.0,M,0
Pro Evolution Soccer 2012,PSP,Action,0.57,74.0,E,0
Rio,DS,Misc,0.16,59.0,E,0
Child of Eden,PS3,Shooter,0.22,81.0,E10+,0
Camping Mama: Outdoor Adventures,DS,Simulation,0.18,51.0,E,0
Air Conflicts: Secret Wars,PS3,Simulation,0.19,51.0,T,0
Earth Defense Force: Insect Armageddon,X360,Shooter,0.19,68.0,T,0
Dragon Ball Z: Ultimate Tenkaichi,X360,Fighting,0.54,55.0,T,0
Winter Stars,PS3,Sports,0.08,53.0,E,0
Driver: San Francisco,PC,Racing,0.18,80.0,T,0
DC Universe Online,PC,Role-Playing,0.23,72.0,T,0
WWE All Stars,Wii,Fighting,0.19,68.0,T,0
Heavy Fire: Afghanistan,PS3,Shooter,0.18,39.0,T,0
NBA 2K12,PC,Sports,0.16,86.0,E,0
Shadows of the Damned,X360,Action,0.19,76.0,M,0
Rango: The Video Game,PS3,Action,0.19,65.0,E10+,0
WWE All Stars,3DS,Fighting,0.23,71.0,T,0
Warriors: Legends of Troy,PS3,Action,0.19,44.0,M,0
Carnival Island,PS3,Misc,0.23,66.0,E,0
Bulletstorm,PC,Shooter,0.16,82.0,M,0
Phineas and Ferb: Across the 2nd Dimension,DS,Action,0.54,47.0,E,0
Nikoli's Pencil Puzzle,3DS,Puzzle,0.08,61.0,E,0
Gray Matter,PC,Adventure,0.08,72.0,T,0
James Noir's Hollywood Crimes,3DS,Adventure,0.15,60.0,T,0
Two Worlds II,X360,Role-Playing,0.54,67.0,M,0
Captain America: Super Soldier,3DS,Action,0.08,51.0,T,0
